"Sp","Ploidy","Pop","ID","All","SpPloidy","Name","Lat","Long","PopPloidy","PC1","PC2","PC3","PC4","PC5","A1","A2","A3","A4","ESS1","ESS2","ESS3","ESS4","Rhat1","Rhat2","Rhat3","Rhat4"
"CD",4,"TR",9,"CD4_TR_9","CD4","Trapper Creek Road",42.13646,-114.09426,"TR4",4.77178061240551,-19.0941109978276,-29.9173230339772,24.74855688368,-78.1935148995767,0.024199,0.463642,0.349752,0.162407,1409.73,1428.95,1505.58,1971.79,1.001,1.001,1.001,1
"CD",4,"WM",10,"CD4_WM_10","CD4","Winnemucca Mountain",41.01334,-117.78088,"WM4",-41.1001114163517,48.9669642185491,-46.2343794611268,-25.5664708411808,1.49100020928522,0.027562,0.863665,0.068206,0.040567,1248.3,1782.29,1307.74,1803.18,1.001,1.002,1.002,1.001
"CD",4,"WM",11,"CD4_WM_11","CD4","Winnemucca Mountain",41.01334,-117.78088,"WM4",-39.9743154578337,46.8896450369354,-44.6300105540731,-23.7841444538251,-0.40565438958126,0.030148,0.847492,0.076724,0.045637,1429.75,1543.16,1171.71,1705.64,1,1.002,1.002,1
"CD",4,"WM",12,"CD4_WM_12","CD4","Winnemucca Mountain",41.01334,-117.78088,"WM4",-24.6137164721798,26.9509786378703,-36.1738606877639,-8.82767477517838,-2.3427210730403,0.025931,0.723566,0.144732,0.105772,1664.72,2380.92,1542.96,2264.95,1.001,1.001,1.001,1
"CD",4,"WM",1,"CD4_WM_1","CD4","Winnemucca Mountain",41.01334,-117.78088,"WM4",-41.0981363189399,50.1997191067277,-44.9737587636349,-26.3230535806867,0.506463260691043,0.025072,0.894219,0.053781,0.026928,1440.71,1456.16,1134.34,1345.39,1.001,1.004,1.001,1.004
"CD",4,"WM",2,"CD4_WM_2","CD4","Winnemucca Mountain",41.01334,-117.78088,"WM4",-39.714400272862,48.5627874104406,-45.3236711202113,-25.418633410251,0.915724924406453,0.026896,0.873359,0.063506,0.036239,1521.28,1465.08,1085.05,1560.58,1,1.001,1.003,1
"CD",4,"WM",3,"CD4_WM_3","CD4","Winnemucca Mountain",41.01334,-117.78088,"WM4",-41.2180678408342,49.08513777638,-45.0780466889099,-24.888703243046,-0.9123075770636,0.029587,0.860612,0.073145,0.036656,1407.61,1599.75,1134.49,1397.45,1,1.001,1.001,1.001
"CD",4,"WM",4,"CD4_WM_4","CD4","Winnemucca Mountain",41.01334,-117.78088,"WM4",-41.117561226983,48.527564564272,-41.1654276617114,-22.5228365645555,-0.185415571533577,0.03605,0.827581,0.0776,0.058769,1836.94,1962.03,1242.89,1710.6,1.001,1.001,1.001,1
"CD",4,"WM",5,"CD4_WM_5","CD4","Winnemucca Mountain",41.01334,-117.78088,"WM4",-41.7720965339721,51.2906853237006,-46.391369405655,-25.8773753408503,1.71502031791654,0.01936,0.905961,0.050466,0.024213,1028.05,1525.68,1174.59,1274.03,1.003,1.001,1,1.001
"CD",4,"WM",6,"CD4_WM_6","CD4","Winnemucca Mountain",41.01334,-117.78088,"WM4",-39.1520757333747,47.9022135586538,-46.778639271719,-26.4573387893963,3.06978671998555,0.024322,0.887225,0.058831,0.029622,1055.62,1707.52,1297.56,1563.36,1,1.001,1.001,1.001
"CD",4,"WM",7,"CD4_WM_7","CD4","Winnemucca Mountain",41.01334,-117.78088,"WM4",-39.9489731844874,47.5115173550697,-42.0384483477209,-24.0175999757771,3.55490806154156,0.050243,0.780897,0.094065,0.074795,1516.73,1974.43,1510.82,2072.57,1,1,1,1
"CD",4,"WM",8,"CD4_WM_8","CD4","Winnemucca Mountain",41.01334,-117.78088,"WM4",-39.070032138896,45.1547578366621,-40.07014177593,-22.4996381554688,1.5322501055857,0.060582,0.767036,0.100042,0.07234,1315.3,1949.48,1249.42,1893.79,1.001,1,1,1.001
"CD",4,"WM",9,"CD4_WM_9","CD4","Winnemucca Mountain",41.01334,-117.78088,"WM4",-41.2401657421762,47.1361227200721,-44.7173168787687,-23.9778631722422,-0.879623016935957,0.02231,0.899979,0.054828,0.022883,1293.57,1205.5,918.68,1791.14,1.001,1.001,1.003,1
"CD",6,"AI",10,"CD6_AI_10","CD6","Arco Hills",43.62136,-113.22755,"AI6",51.0738256365522,-7.7804098588786,-9.42207328433151,10.110720465163,-33.0966259872585,0.000133,0.007627,0.503256,0.488983,1490.73,595.64,685.95,702.85,1.001,1.002,1.002,1.002
"CD",6,"AI",11,"CD6_AI_11","CD6","Arco Hills",43.62136,-113.22755,"AI6",55.1636999390849,-5.99301942787957,-6.97262834741964,8.40234257073927,-39.1867986994503,0.000103,0.001255,0.500208,0.498434,1791.78,442.51,754.23,767.99,1.002,1.004,1.001,1.002
"CD",6,"AI",1,"CD6_AI_1","CD6","Arco Hills",43.62136,-113.22755,"AI6",52.7141671814284,-5.95614303111456,-7.89171927641676,7.77700144189919,-36.0187974379847,0.000168,0.003942,0.529921,0.465969,1432.99,552.12,674.83,685.92,1,1.004,1.001,1.001
"CD",6,"AI",2,"CD6_AI_2","CD6","Arco Hills",43.62136,-113.22755,"AI6",53.8615976059149,-5.49578420183303,-9.28290375317274,8.67943690880215,-37.8461427966833,0.000134,0.002617,0.478345,0.518905,1482.76,260.34,702.92,703.43,1.001,1.019,1.002,1.004
"CD",6,"AI",3,"CD6_AI_3","CD6","Arco Hills",43.62136,-113.22755,"AI6",51.2108961344977,-8.5149039788283,-7.3533341521271,10.4899837904269,-35.8387170816101,0.000173,0.003279,0.522661,0.473888,1195.1,371.26,756.34,757.99,1.004,1.003,1,1
"CD",6,"AI",4,"CD6_AI_4","CD6","Arco Hills",43.62136,-113.22755,"AI6",54.5963467998238,-8.15503765227416,-4.74041065478214,8.77679240629325,-34.3120507029423,8.4e-05,0.000195,0.515343,0.484377,2157.4,879.81,858.48,851.59,1.001,1.002,1,1
"CD",6,"AI",5,"CD6_AI_5","CD6","Arco Hills",43.62136,-113.22755,"AI6",51.6323622574818,-6.64964014458888,-9.10105297882084,10.0470720746277,-42.8991274677885,8.6e-05,0.004128,0.501857,0.49393,1701.12,477.64,795.47,644.5,1.001,1.001,1.001,1
"CD",6,"AI",6,"CD6_AI_6","CD6","Arco Hills",43.62136,-113.22755,"AI6",50.9371545611959,-7.01179260986707,-10.6304601812623,8.9906737987222,-40.6022244060704,0.000102,0.004072,0.511204,0.484621,1779.17,384.56,739.84,733.35,1,1.007,1,1.001
"CD",6,"AI",7,"CD6_AI_7","CD6","Arco Hills",43.62136,-113.22755,"AI6",52.2292570631729,-8.48078905587482,-8.11397825876631,10.3853187614773,-39.8241413699867,8.3e-05,0.00052,0.512999,0.486398,2048.77,463.72,648.87,652.31,1.001,1.005,1,1
"CD",6,"AI",8,"CD6_AI_8","CD6","Arco Hills",43.62136,-113.22755,"AI6",53.7954462323271,-6.7237129397443,-7.98549174855248,10.2439360056425,-40.2553732769213,8.2e-05,0.002496,0.498599,0.498822,1923.71,462.4,978.45,871.24,1.001,1.005,1,1
"CD",6,"AI",9,"CD6_AI_9","CD6","Arco Hills",43.62136,-113.22755,"AI6",48.9869130727438,-6.92273725265259,-9.88952658344905,9.97752373870001,-38.3545970256235,8.5e-05,0.00742,0.514532,0.477962,1876.97,512.13,715.92,750.02,1.001,1.002,1.001,1
"CD",6,"AO",1,"CD6_AO_1","CD6","Asotin",46.2621,-117.2985,"AO6",83.2961214694563,-4.71278378428083,11.9669401839024,-1.75220010419872,-11.1152326002409,0.000125,0.000136,0.307437,0.692303,1801.84,2145.7,596.97,595.79,1.001,1,1,1
"CD",6,"AO",2,"CD6_AO_2","CD6","Asotin",46.2621,-117.2985,"AO6",73.8541078918547,-7.68850383663243,8.38627598273521,2.59262275853946,-13.1601197633822,0.000154,0.000332,0.322654,0.676859,1322.68,1260.41,797.86,799.5,1.001,1.002,1.001,1.001
"CD",6,"AO",3,"CD6_AO_3","CD6","Asotin",46.2621,-117.2985,"AO6",84.897468874975,-3.60400221670685,10.8735552503918,-1.06484347073813,-11.713349402744,9.1e-05,0.000147,0.323734,0.676028,2227.06,1938.35,613.34,614.15,1,1,1.002,1.002
"CD",6,"AO",4,"CD6_AO_4","CD6","Asotin",46.2621,-117.2985,"AO6",84.699271835483,-4.65830097382225,13.4534142440071,-0.213208609251723,-8.48563853859664,8.8e-05,0.000158,0.366883,0.632871,1786.81,1694.45,859.75,867.19,1,1,1.002,1.002
"CD",6,"AO",5,"CD6_AO_5","CD6","Asotin",46.2621,-117.2985,"AO6",82.7730125774309,-4.68038848682241,11.241836407025,-1.08810895702258,-12.2182559960502,0.000223,0.000225,0.257776,0.741776,1599.48,1946.39,557.71,556.35,1,1.001,1.002,1.002
"CD",6,"AO",6,"CD6_AO_6","CD6","Asotin",46.2621,-117.2985,"AO6",81.8561968398556,-4.55975046827888,11.4629152788455,-1.19717394347433,-10.160731248097,0.000167,0.000254,0.29506,0.704519,1493.42,2082.65,654.5,657.4,1.001,1.001,1.001,1.001
"CD",6,"AO",7,"CD6_AO_7","CD6","Asotin",46.2621,-117.2985,"AO6",82.6492423172191,-5.57862264950182,12.9868958211453,0.474373788705549,-10.3572535863755,0.000119,0.000207,0.302784,0.69689,1838.06,1770.42,652.12,653.9,1,1.001,1.001,1.001
"CD",6,"AO",8,"CD6_AO_8","CD6","Asotin",46.2621,-117.2985,"AO6",82.5906757013513,-3.67494168456796,11.2923202680485,-1.49900074086883,-6.73451697139715,0.000116,0.000164,0.357965,0.641755,2058.89,1765.55,718.67,718.46,1.002,1.001,1.001,1.001
"CD",6,"AO",9,"CD6_AO_9","CD6","Asotin",46.2621,-117.2985,"AO6",82.4927246126927,-4.12054113447309,10.4684024469951,-0.405418483046801,-10.007578071925,9.5e-05,0.000178,0.360428,0.6393,2107.49,2036.33,732.23,742.19,1.001,1.001,1.002,1.002
"CD",6,"CP",10,"CD6_CP_10","CD6","Camel Pass",40.18523,-111.56686,"CP6",-65.3508479647165,-92.3147842861103,-22.1227686589517,36.6225013131575,31.130422436499,0.023051,0.002025,0.934082,0.040842,1071.69,885.26,1353.15,1369.58,1.004,1,1.003,1.002
"CD",6,"CP",11,"CD6_CP_11","CD6","Camel Pass",40.18523,-111.56686,"CP6",-65.6595240311007,-91.8320973669999,-22.6748574090114,38.1018935847052,30.5720702147953,0.024604,0.004337,0.936697,0.034362,824.25,998.46,1280.66,855.66,1.001,1.001,1.002,1.001
"CD",6,"CP",1,"CD6_CP_1","CD6","Camel Pass",40.18523,-111.56686,"CP6",-66.2971596467124,-94.6926947992253,-23.1752093638916,39.8276862865165,35.1122781840451,0.026276,0.005354,0.928099,0.040271,1321.44,738.91,1613.29,1233.11,1.004,1.001,1.002,1.001
"CD",6,"CP",2,"CD6_CP_2","CD6","Camel Pass",40.18523,-111.56686,"CP6",-67.0639598063268,-97.7214407174132,-21.9558468961109,39.086783298146,32.3305564596591,0.029718,0.002455,0.932319,0.035508,1449.3,1020.53,1384.93,924.38,1.003,1.004,1.002,1.004
"CD",6,"CP",3,"CD6_CP_3","CD6","Camel Pass",40.18523,-111.56686,"CP6",-68.8144859464762,-96.5537523879197,-21.8839129374553,38.858226011647,34.9393842749509,0.039402,0.009298,0.927415,0.023885,1532.3,1132.28,1831.53,1428.34,1.003,1.002,1.003,1.001
"CD",6,"CP",4,"CD6_CP_4","CD6","Camel Pass",40.18523,-111.56686,"CP6",-67.9729004698445,-98.2329566977142,-23.2127906346236,40.8303780234067,34.6721581070935,0.022472,0.003112,0.947276,0.027141,939.17,1224.75,1328.07,1568.34,1.004,1,1.004,1.001
"CD",6,"CP",5,"CD6_CP_5","CD6","Camel Pass",40.18523,-111.56686,"CP6",-67.5626356397619,-94.732706990605,-21.6462308440422,36.963446501407,30.9544585857644,0.035449,0.005077,0.929107,0.030366,1547.22,1192.65,1694.3,1271.83,1.004,1.002,1.002,1.001
"CD",6,"CP",6,"CD6_CP_6","CD6","Camel Pass",40.18523,-111.56686,"CP6",-67.6632444115325,-99.8934949846417,-23.095794268375,41.1915738157632,36.9107508161181,0.054676,0.010347,0.912974,0.022004,1424.22,1413,1642.34,1202.78,1.002,1,1.001,1.001
"CD",6,"CP",7,"CD6_CP_7","CD6","Camel Pass",40.18523,-111.56686,"CP6",-68.3116659264821,-98.6399587786781,-23.9818650614548,42.8082501793183,35.7156337369244,0.04046,0.008788,0.930895,0.019856,1151.93,889.76,1693.86,1750.23,1.004,1,1.003,1
"CD",6,"CP",9,"CD6_CP_9","CD6","Camel Pass",40.18523,-111.56686,"CP6",-67.283887642338,-95.0277218468874,-23.2950513353877,41.7007095833458,33.2233534191969,0.025528,0.00347,0.939498,0.031504,1073.16,1178.23,1720.69,1609.57,1.003,1,1.004,1.003
