"Pop","ID","All","Trail","Dist","Site","Side","Lat","Long","DensoAvg","C","N","C_N_Ratio","PC1","PC2","PC3","PC4","PC5","A1","A2","A3","A4","A5","A6","A7","A8","A9","A10","ESS1","ESS2","ESS3","ESS4","ESS5","ESS6","ESS7","ESS8","ESS9","ESS10","Rhat1","Rhat2","Rhat3","Rhat4","Rhat5","Rhat6","Rhat7","Rhat8","Rhat9","Rhat10"
"STR2050",5,"STR2050_5","STR",2050,"LS","R",10.43569199,-84.02032798,90.5,2.34,0.27,8.7,8.94943138377669,-12.215638641782,-52.7953134643847,107.204673077134,90.8913163365251,3.2e-05,3.5e-05,2.8e-05,3.4e-05,3.4e-05,3.2e-05,4e-05,0.999699,3.3e-05,3.3e-05,7709.16,6950.83,9237.78,8270.18,8043.32,8766.81,6591.45,7661.9,8354.25,7491.9,1,1.001,1,1,1,1,1,1,1,1
"STR2450",1,"STR2450_1","STR",2450,"LS","R",10.43370296,-84.02285102,87.75,3.84,0.37,10.4,-1.20775131432668,-6.31167582353418,-10.9122149811409,2.80415850120719,9.51797069592168,0.058915,0.043666,0.055368,0.333567,0.156293,0.103621,0.031257,0.08775,0.078107,0.051457,2707.56,1457.46,1363.82,2.03,2,83.6,722,2811.81,2547.74,2260.07,1.011,1.001,1.067,13.878,17.229,1.134,1.041,1.01,1.006,1.005
"STR2450",2,"STR2450_2","STR",2450,"LS","R",10.43370296,-84.02285102,87.75,3.84,0.37,10.4,9.86534904927358,-11.4398564500539,-55.9103334211597,112.654885632669,96.1032556036658,4.1e-05,6.1e-05,4.1e-05,4.7e-05,5.4e-05,4.6e-05,4.5e-05,0.999569,3.7e-05,6e-05,6875.11,3816.37,6113.29,5913.79,4744.55,5962.11,5994.85,4860.09,6912.71,3895.09,1,1,1,1,1.001,1,1,1,1,1
"STR450",1,"STR450_1","STR",450,"LS","B",10.43455096,-84.008352,89.5,3.413333333,0.39,8.733333333,2.94770080203293,-25.7543265274398,-21.1567626648176,-0.600923827770908,-14.7439345270868,0.000141,0.043003,0.047943,0.556173,0.274985,0.000306,0.014793,0.051297,0.007044,0.004316,1919.84,608.17,688.7,2.02,2,829.61,187.71,689.26,115.51,153.92,1,1.023,1.058,17.531,21.149,1.008,1.021,1.044,1.085,1.013
"STR450",2,"STR450_2","STR",450,"LS","B",10.43455096,-84.008352,89.5,3.413333333,0.39,8.733333333,12.1764444957763,-9.39752867640936,-16.9181021034439,-21.0080859276222,-11.6555603492851,0.021468,0.046173,0.109277,0.357354,0.209434,0.154036,0.000458,0.000813,0.029064,0.071922,614.36,827.91,2046.16,2.27,2.15,2233.43,809.26,438.11,436.53,2716.11,1.004,1.02,1.007,8.365,10.401,1.045,1.002,1.001,1.005,1.004
"STR450",3,"STR450_3","STR",450,"LS","B",10.43455096,-84.008352,89.5,3.413333333,0.39,8.733333333,9.53735816500543,-13.2255497295508,-20.4017869356985,-3.23985234113866,-8.16041027116349,0.000454,0.000607,0.030508,0.426142,0.244704,0.139947,0.005065,0.040966,0.062647,0.048961,830.86,641.38,571.32,5.44,2.76,789.33,231.96,875.39,1405.74,1697.76,1.002,1.01,1.059,9.929,12.867,1.051,1.006,1.064,1.001,1.022
"STR550",1,"STR550_1","STR",550,"LS","B",10.43539703,-84.00892298,78.25,2.9,0.336666667,8.4,7.96329520408471,-10.4868683624199,-27.6839183536895,-15.4291105732103,-19.8020315475224,0.001903,0.043069,0.037483,0.54498,0.29573,0.025241,0.000114,0.00065,0.008486,0.042344,249.74,550.94,423.46,2.04,2.02,59.97,2492.16,602.02,69.84,1217.78,1.004,1.014,1.037,14.195,17.69,1.158,1.001,1.001,1.048,1.006
"STR550",2,"STR550_2","STR",550,"LS","B",10.43539703,-84.00892298,78.25,2.9,0.336666667,8.4,-2.75582352383749,-18.2839004308845,-23.1516243811019,-17.6570524149148,-21.015450593296,0.000474,0.067316,0.065843,0.562026,0.285924,0.00019,0.000361,0.000334,0.016469,0.001062,722.39,130.76,117.75,2.01,2.01,1012.41,912.24,1017.38,107.21,387.74,1.002,1.083,1.076,17.17,20.773,1.004,1.001,1.007,1.061,1.011
"STR550",3,"STR550_3","STR",550,"LS","B",10.43539703,-84.00892298,78.25,2.9,0.336666667,8.4,0.868726412176241,-22.0519134103115,-16.5894955006352,-3.13543254595985,-22.1423929525706,0.000562,0.033566,0.050575,0.544497,0.273779,0.000135,0.038792,0.036876,0.002752,0.018466,698.92,314.57,38.73,2.03,2.01,2398.76,1274.68,900.72,127.67,443.69,1.002,1.088,1.181,16.432,21.138,1.001,1.012,1.007,1.006,1.013
"STR650",1,"STR650_1","STR",650,"LS","B",10.43615702,-84.00923403,88.5,2.75,0.305,9.25,1.72501343625609,-16.0654315172829,-20.1372657499442,-19.1941373244631,-16.2674707548969,0.003868,0.089757,0.08689,0.483429,0.238644,0.03145,0.000337,0.005018,0.029731,0.030876,142.92,1142.41,766,2.03,2.02,100.97,815.01,64.17,392.73,1255.78,1.01,1.023,1.093,14.89,18.185,1.129,1.001,1.099,1.003,1.001
"STR650",2,"STR650_2","STR",650,"LS","B",10.43615702,-84.00923403,88.5,2.75,0.305,9.25,15.0135269235524,-3.95859155990329,-13.98701958023,-7.97649230264562,-20.8088126321995,0.023432,0.014686,0.10482,0.493823,0.226291,0.026802,0.000799,0.009768,0.000218,0.099361,493.14,73.89,1841.03,2.07,2.04,357.94,522.95,62.9,1338.87,2166.88,1.029,1.191,1.002,13.404,16.198,1.043,1.006,1.243,1,1.005
"STR650",3,"STR650_3","STR",650,"LS","B",10.43615702,-84.00923403,88.5,2.75,0.305,9.25,9.68935751225139,-13.0692352837843,-37.1042394564476,17.5234337209355,-23.7138230341925,0.000133,0.000101,0.00257,0.483641,0.398454,0.000373,0.00036,0.110659,0.000197,0.003511,1989.43,2513.51,247.67,2.01,2,872.8,1000.52,5.34,1748.1,4.33,1.009,1.001,1.007,24.529,28.694,1.001,1.002,1.627,1.002,1.475
"STR750",1,"STR750_1","STR",750,"LS","B",10.436845,-84.00989201,85.875,1.575,0.17,9.1,13.4130516620649,0.0897958853039881,-38.7465407865879,5.75651136846503,-33.9252799722326,0.000213,0.000724,7.9e-05,0.480215,0.499625,8.8e-05,6.1e-05,0.00839,0.000106,0.0105,126.77,11.71,3894,2,2,3173.64,4192.34,2.07,2362.82,2.02,1.052,1.111,1.015,91.356,908.586,1.004,1.002,4.011,1.011,5.513
"STR750",2,"STR750_2","STR",750,"LS","B",10.436845,-84.00989201,85.875,1.575,0.17,9.1,-5.15313958858222,-22.0608559773607,-25.2275829456435,1.76240370905849,1.42361276687996,0.001226,0.002189,0.078452,0.468562,0.246945,0.025463,0.001389,0.100613,0.074817,0.000344,463.28,210.93,2096.71,2.01,2,141.83,302.81,1159.52,2379.41,978.68,1.001,1.035,1.005,16.766,19.235,1.171,1,1.07,1.002,1.005
"STR750",3,"STR750_3","STR",750,"LS","B",10.436845,-84.00989201,85.875,1.575,0.17,9.1,13.9392780214064,-0.0921197832935508,-39.0118326815171,5.53675941306205,-34.2291586211561,0.000213,0.001685,9.7e-05,0.479299,0.499558,8.2e-05,5.8e-05,0.007945,0.000106,0.010956,120.69,5.19,2391.59,2,2,3839.24,4401.34,2.06,2330.26,2.04,1.044,1.242,1.009,77.32,738.297,1.004,1.002,3.65,1.007,5.59
"STR850",1,"STR850_1","STR",850,"LS","L",10.437104,-84.01084797,89.75,4.47,0.5,8.9,-12.8188361581198,-2.78562144228744,-12.3267006821497,0.938497873596211,-23.5292341121719,0.072054,0.000569,0.011967,0.511715,0.247199,0.028697,0.062739,0.015836,0.047725,0.001499,1175.47,667.62,88.89,2.36,2.27,317.49,1160.97,63.75,1181.03,387.36,1.098,1.005,1.092,13.995,18.161,1.025,1.035,1.235,1.006,1.004
"STR850",2,"STR850_2","STR",850,"LS","L",10.437104,-84.01084797,89.75,4.47,0.5,8.9,13.883062704862,-11.4397422609584,-33.5585367604318,24.388047292875,-1.09433991346469,0.002314,0.028672,0.0282,0.381499,0.174886,0.167596,0.001048,0.178409,0.000285,0.037092,238.84,404.8,514.24,2.03,2,13.68,344.93,3175.32,809.23,1294.17,1.006,1.025,1.046,13.043,15.967,1.285,1.007,1.007,1,1.028
"STR850",3,"STR850_3","STR",850,"LS","L",10.437104,-84.01084797,89.75,4.47,0.5,8.9,-4.40282621382122,10.0044900933556,-29.811599312033,16.1219388344167,-35.8833530895661,0.075138,0.000215,0.000336,0.431313,0.381519,0.036184,0.030179,0.043872,0.000196,0.001048,8.17,886.31,962.96,2.01,2.01,11.5,2.87,4.38,1621.42,423.29,1.365,1.011,1.008,31.828,38.449,1.208,2.845,1.81,1,1.031
"STR950",1,"STR950_1","STR",950,"LS","L",10.43745001,-84.01152296,71.25,1.38,0.19,7.3,7.63115988974583,-1.15290720692998,-16.5069062979602,23.5844724159899,5.13876139851227,0.049535,0.000145,0.000132,0.387064,0.167717,0.148407,0.038123,0.113293,0.033831,0.061752,1677.55,2163.57,2113.31,2.04,2,8.37,718.31,499.57,682.47,2158.35,1.048,1,1.004,15.587,19.651,1.423,1.161,1.051,1.043,1.003
"STR950",2,"STR950_2","STR",950,"LS","L",10.43745001,-84.01152296,71.25,1.38,0.19,7.3,1.99608023074872,3.96448912905912,-20.3974797539284,-6.5196873478387,-32.6884600743237,0.076618,0.018218,0.060739,0.519035,0.28622,0.000128,0.000584,0.000558,0.000194,0.037705,2053.02,87.62,1665.42,34.93,556.96,2071.75,897.75,484.43,1662.25,894,1.025,1.077,1.001,13.215,15.871,1.001,1.003,1.002,1.001,1.037
"SURA150",1,"SURA150_1","SURA",150,"LS","B",10.42949801,-84.00798102,93.25,3.11,0.375,8.3,-6.22219266349079,-26.6913064405412,-24.0206839133087,-27.5768446222981,-4.75619962466799,0.004235,0.033245,0.168301,0.332564,0.147854,0.22059,0.000682,0.027185,0.065099,0.000244,225.63,543.34,1092.63,2.19,2,24.95,709.81,746.23,1837.17,1332.42,1.078,1.038,1.101,16.369,23.612,1.225,1.003,1.004,1.009,1
"SURA150",2,"SURA150_2","SURA",150,"LS","B",10.42949801,-84.00798102,93.25,3.11,0.375,8.3,3.40902086517579,-2.35203258739537,-8.26967604667974,-15.0417869597495,4.63430634144879,0.058377,0.17027,0.081102,0.212621,0.116722,0.181052,0.004416,0.055144,0.058934,0.06136,2335.65,2343.06,1384.91,2.37,2.08,106.96,174.28,1575.95,1665.02,501.55,1.006,1.006,1.04,7.568,9.341,1.139,1.009,1.01,1,1.178
"SURA150",3,"SURA150_3","SURA",150,"LS","B",10.42949801,-84.00798102,93.25,3.11,0.375,8.3,-0.716433004791335,-24.339954186866,-17.4991124385902,-28.9370664059654,6.86145736742658,0.001561,0.05458,0.164231,0.319155,0.153776,0.174512,0.000291,0.03978,0.087234,0.00488,297.71,331.08,2453.18,3.16,2.15,1295.95,1001.9,1366.95,1768.67,141.19,1.021,1.178,1.071,17.178,25.69,1.084,1.001,1.002,1.051,1.032
"SURA250",1,"SURA250_1","SURA",250,"LS","B",10.42995902,-84.00886699,92.75,3.07,0.365,8.4,-12.0102409124513,-7.26944925326927,-2.60976416267609,-35.9066459347328,-17.2638681461523,0.055422,0.128459,0.092273,0.233784,0.16682,0.199119,0.03942,8.2e-05,0.084132,0.000488,2501.71,1244.76,1849.8,2.08,2.1,3803.45,996.85,3097.34,1987.78,937.57,1.008,1.009,1.022,9.646,11.308,1,1.024,1,1.021,1.002
"SURA250",2,"SURA250_2","SURA",250,"LS","B",10.42995902,-84.00886699,92.75,3.07,0.365,8.4,0.0532267374801518,-21.8926791080685,-14.0037655880744,-1.82450182018975,-15.2851989504385,0.000504,0.145471,0.078948,0.333395,0.170116,0.160456,0.05629,0.050018,0.000603,0.004198,777.15,2629.63,972.63,2.08,2.04,3207.9,2107.31,1189.76,744.9,193.68,1,1.008,1.099,10.353,13.222,1.046,1.003,1.016,1.003,1.009
"SURA250",3,"SURA250_3","SURA",250,"LS","B",10.42995902,-84.00886699,92.75,3.07,0.365,8.4,-9.25669434772465,-24.7579266208695,-0.203971508015291,-23.3254386374306,-5.0832104802161,0.000884,0.162883,0.161664,0.355454,0.158037,0.000654,0.050856,0.019786,0.071615,0.018167,512.79,2374.72,626.46,2.04,2.01,477.05,938.39,176.59,1739.82,279.29,1.002,1.005,1.089,12.005,14.575,1.013,1.056,1.019,1.004,1.004
"SURA500",1,"SURA500_1","SURA",500,"LS","B",10.42921999,-84.01020801,81.125,2.43,0.28,8.8,-14.1270772199131,-1.35987095985189,-13.7874106950426,-12.7897789867271,1.70674978655172,0.101498,0.044218,0.045667,0.329091,0.158263,0.176916,0.012232,0.033673,0.097357,0.001085,2499.28,562.97,878.07,2.06,2.02,2717.3,184.03,1039.53,1787.37,306.3,1.016,1.009,1.004,11.218,13.582,1.012,1.02,1.006,1.012,1.002
"SURA500",2,"SURA500_2","SURA",500,"LS","B",10.42921999,-84.01020801,81.125,2.43,0.28,8.8,-7.38519351527968,-11.8795006691247,-11.9576592943586,-7.01798553785462,-21.7696728904475,0.043102,0.073057,0.04522,0.44085,0.188569,0.12036,0.061666,0.00078,0.021723,0.004674,1433.03,1033.05,295.8,2.03,2.01,729.52,440.51,470.71,477.39,222.93,1.05,1.037,1.116,14.91,17.947,1.14,1.193,1.011,1.005,1.008
"SURA500",3,"SURA500_3","SURA",500,"LS","B",10.42921999,-84.01020801,81.125,2.43,0.28,8.8,1.58046953667536,-25.8009912603372,-20.0479157186448,-3.1462669764163,-36.3731250966173,0.00021,0.086256,0.099497,0.438144,0.216882,0.086894,0.050877,0.018419,8.7e-05,0.002734,1487.5,1198.27,860.29,2.04,2.01,14.12,1357.22,144.79,3627.48,238.98,1.002,1.017,1.127,13.199,16.569,1.231,1.025,1.121,1,1.027
"SURA50",1,"SURA50_1","SURA",50,"LS","B",10.42959097,-84.00731499,85.75,2.415,0.305,7.95,-18.1156908076022,-15.4537255520475,-4.04927100264643,-39.2094405572361,-1.19398675672454,0.06549,0.111518,0.210241,0.281718,0.160273,0.049726,0.004418,0.000509,0.112482,0.003623,2160.61,1983.79,1618.86,2.38,2.04,787,68.83,803.38,2652.29,126.92,1.015,1.005,1.072,10.342,12.447,1.024,1.093,1.001,1.002,1.1
"SURA50",2,"SURA50_2","SURA",50,"LS","B",10.42959097,-84.00731499,85.75,2.415,0.305,7.95,6.61393176146941,-16.8719070464488,-16.9540476226291,-10.9112288361342,-3.96985286674524,0.000881,0.10908,0.072313,0.357875,0.15095,0.227332,0.006829,0.018801,0.034614,0.021325,432.77,626.46,298.58,2.18,1.99,12.27,54.55,70.05,653.23,168.07,1.008,1.048,1.195,16.881,25.639,1.284,1.149,1.181,1.037,1.034
"SURA50",3,"SURA50_3","SURA",50,"LS","B",10.42959097,-84.00731499,85.75,2.415,0.305,7.95,2.82586510169178,-20.1939747120657,-18.4126306592341,-26.3906767393864,-11.5801141282805,0.000641,0.133919,0.187887,0.33671,0.151402,0.164007,0.00053,0.01706,0.003887,0.003957,715.85,1888.06,1241.71,2.05,2.03,367.86,576.37,54.45,179.09,225.36,1.005,1.005,1.085,11.286,13.993,1.151,1.003,1.151,1.015,1.02
"SURA700",1,"SURA700_1","SURA",700,"LS","L",10.43093199,-84.01094402,82.5,2.24,0.25,9,8.7058449601134,-16.0678789217286,-17.8345213030039,7.45530964849233,-14.3106273825327,0.000909,0.000629,0.089257,0.446178,0.214314,0.093801,0.033031,0.084519,0.000422,0.03694,349.11,401.96,598.79,2.08,2.02,35.83,538.05,1429.05,718.91,1067.1,1.007,1.001,1.036,12.568,15.094,1.256,1.026,1.025,1.005,1.006
"SURA700",2,"SURA700_2","SURA",700,"LS","L",10.43093199,-84.01094402,82.5,2.24,0.25,9,15.3606868073656,-6.11564270055835,-16.072797389226,10.5288071170172,-15.1839023695937,0.00923,0.000488,0.043278,0.479357,0.228304,0.051725,0.019896,0.077616,0.000511,0.089594,149.46,696.21,451.62,2.11,2.03,45.92,60.91,406.04,749.4,2930.92,1.036,1.001,1.046,13.164,16.012,1.262,1.025,1.044,1.002,1.005
"SURA700",3,"SURA700_3","SURA",700,"LS","L",10.43093199,-84.01094402,82.5,2.24,0.25,9,9.34194093243584,-14.7319149015799,-12.9482076313952,6.5468481808834,-10.5149068995155,0.000637,0.000599,0.087126,0.437941,0.210455,0.083654,0.039218,0.08613,0.000951,0.053289,432.6,647.96,726.48,2.08,2.02,126.25,621.43,1130.7,347.4,1402.62,1.007,1.005,1.032,10.991,13.212,1.164,1.016,1.019,1.009,1.001
