"Pop","ID","All","Trail","Dist","Site","Side","Lat","Long","DensoAvg","C","N","C_N_Ratio","PC1","PC2","PC3","PC4","PC5","A1","A2","A3","A4","A5","A6","A7","A8","A9","A10","A11","ESS1","ESS2","ESS3","ESS4","ESS5","ESS6","ESS7","ESS8","ESS9","ESS10","ESS11","Rhat1","Rhat2","Rhat3","Rhat4","Rhat5","Rhat6","Rhat7","Rhat8","Rhat9","Rhat10","Rhat11"
"SOC1900",1,"SOC1900_1","SOC",1900,"LS","L",10.44152998,-84.01307403,76.25,2.59,0.31,8.4,7.20124678476656,-6.37036344568403,-21.1023874346742,6.54725712063237,-7.19093802634206,0.000546,0.000139,0.105936,0.000363,0.058252,0.216555,0.000793,0.052168,0.490656,0.020623,0.053971,731.46,1740.72,2428.63,821.48,1498.67,1558.18,510.86,1014.67,1247.39,341.24,1850.14,1.003,1.004,1.001,1.002,1.004,1,1.005,1.001,1.006,1.015,1
"SOC800",1,"SOC800_1","SOC",800,"LS","R",10.43720702,-84.01030499,88.5,2.505,0.285,8.85,11.1110520984515,-22.0647567109941,-25.6068063714336,-0.105373175686964,-7.31403068465431,0.01327,0.050473,0.080959,0.000467,0.069129,0.231317,0.032161,0.042947,0.442682,8.6e-05,0.036509,105.46,1287.22,2224.33,652.59,1090.76,1460.38,713.62,677.77,805.11,3294.48,1270.61,1.004,1,1,1.002,1.001,1.003,1.001,1.005,1.001,1,1.002
"SOC800",2,"SOC800_2","SOC",800,"LS","R",10.43720702,-84.01030499,88.5,2.505,0.285,8.85,8.92956195944092,-8.63513487723793,-29.4567943169669,10.8841659930354,-14.203762015318,0.058031,0.022216,0.082647,0.000485,0.000208,0.405049,0.000728,0.007109,0.397774,0.00093,0.024823,1082.78,224.88,1833.32,571.98,1524.58,2668.9,434.37,145.56,613.73,361.54,384.22,1.002,1.023,1,1.004,1,1.001,1.003,1.011,1.004,1.001,1.007
"SOC800",3,"SOC800_3","SOC",800,"LS","R",10.43720702,-84.01030499,88.5,2.505,0.285,8.85,12.1221470526406,-0.105852485771535,-28.4221720346111,4.93915878890023,-43.2440796706181,0.001042,0.000331,0.000177,0.000301,0.000158,0.418499,8.2e-05,0.103035,0.425099,0.02208,0.029195,464.95,987.5,1632.28,1082.79,1793.25,2531.82,3139.22,2148.02,1127.79,743.94,826.94,1,1.001,1.001,1.003,1.001,1.002,1,1.002,1.001,1.001,1.001
"SOC900",1,"SOC900_1","SOC",900,"LS","L",10.43791001,-84.01081,92.625,2.555,0.32,8,23.3122113361168,-14.4317477784296,-26.179097728315,-7.35011100038589,-1.63628455807817,0.029581,0.648361,0.034524,0.000266,0.044505,0.000984,0.003538,0.000386,0.205266,0.00214,0.030451,1177.33,5707.69,1526.04,1043.13,1334.83,325.09,209.47,885.13,1257.87,312.15,1607.02,1.001,1,1.002,1.002,1.001,1.008,1.008,1.002,1,1.001,1.002
"SOC900",2,"SOC900_2","SOC",900,"LS","L",10.43791001,-84.01081,92.625,2.555,0.32,8,-6.54408502112341,-15.4820492685801,-30.9770248280129,0.172090765319069,-14.9529528270986,0.038886,0.073152,0.065688,0.00167,0.085258,0.112534,0.000771,0.045238,0.553262,0.023416,0.000125,802.36,1846.95,1806.21,327.45,2325.07,802.21,466.59,1086.87,709.86,707.28,2382.17,1.002,1,1.001,1.009,1.001,1.002,1.002,1.003,1,1.014,1.003
"SOC900",3,"SOC900_3","SOC",900,"LS","L",10.43791001,-84.01081,92.625,2.555,0.32,8,9.92772929007567,-5.45365778057682,-20.9320655911964,11.721481832144,-24.4199455773918,0.037331,0.001921,0.048884,0.012315,0.004256,0.138257,0.000198,0.056849,0.617229,0.024177,0.058584,799.2,308.86,1086.06,73.84,126.26,1400.63,1416.77,1480.94,233.66,1041,1980.75,1.002,1.001,1.004,1.003,1.021,1.001,1.003,1.001,1.001,1.002,1.002
"SOR350",10,"SOR350_10","SOR",350,"LS","R",10.42724999,-84.003434,88,3.595,0.435,8.25,-97.3717756675076,166.169970805451,7.27578802235271,-0.397370335612427,-0.219221237693412,2.6e-05,2.3e-05,2.4e-05,2.6e-05,2.5e-05,2.3e-05,2.8e-05,2.2e-05,2.3e-05,0.999762,2e-05,8408.6,9975.79,9595.32,9248.66,9911.79,10398.52,8195.17,10859.44,9543.52,9855.29,12530.68,1,1,1,1,1,1,1,1,1,1,1
"SOR350",1,"SOR350_1","SOR",350,"LS","R",10.42724999,-84.003434,88,3.595,0.435,8.25,-95.8468659289947,164.984753678844,6.15379913908105,0.0286621856645072,-2.07538805628875,3.3e-05,2.9e-05,3.2e-05,3.5e-05,3.1e-05,3.6e-05,3.9e-05,3.1e-05,3.4e-05,0.999669,3.2e-05,7465.4,7788.58,7648.21,7598.69,7270.03,6416.58,6170.13,8368.72,6874.16,6655.89,7088.42,1,1,1,1,1,1,1,1,1,1,1.001
"SOR350",2,"SOR350_2","SOR",350,"LS","R",10.42724999,-84.003434,88,3.595,0.435,8.25,-97.926108030716,168.143948702885,7.36037419847978,0.152567933832973,-0.510813754705747,1.9e-05,1.7e-05,1.9e-05,1.9e-05,1.7e-05,1.8e-05,1.9e-05,1.7e-05,1.7e-05,0.999821,1.7e-05,12418.29,13331.07,11904.1,12686.66,11243.19,12457.34,13075.57,11132.89,14207.66,12137.23,12948.69,1,1,1,1,1,1,1,1,1,1,1
"SOR350",3,"SOR350_3","SOR",350,"LS","R",10.42724999,-84.003434,88,3.595,0.435,8.25,-86.0014940447004,144.379272541329,3.95042222291795,0.327095853861838,-0.284763064769099,0.024211,0.019331,0.024232,0.003267,0.005485,0.011958,0.013712,0.000312,0.035787,0.861178,0.000527,861.05,1176.89,1502.38,227.67,189.22,175.98,290.54,1007.63,325.94,6425.17,710.84,1.001,1.001,1.001,1.003,1,1.008,1.007,1.003,1.009,1.001,1
"SOR350",4,"SOR350_4","SOR",350,"LS","R",10.42724999,-84.003434,88,3.595,0.435,8.25,-96.2965775279533,165.070963636159,7.54250848208657,-0.0977954954504323,-0.327092864182288,3.1e-05,2.1e-05,2.5e-05,3.4e-05,2.3e-05,2.5e-05,3.1e-05,2.5e-05,2.3e-05,0.999739,2.3e-05,7575.42,11153.52,9464.14,7281.14,10119.75,9739.51,7651.66,9539.5,10233.36,7780.55,10593.5,1,1,1,1,1,1,1,1,1,1,1
"SOR350",5,"SOR350_5","SOR",350,"LS","R",10.42724999,-84.003434,88,3.595,0.435,8.25,-95.4471914326003,163.775288290225,6.47321056152482,-1.12659161129981,-2.51493915202706,8.7e-05,9.3e-05,5e-05,6.8e-05,6.5e-05,5.1e-05,7.4e-05,6.5e-05,7.6e-05,0.999324,4.7e-05,3186.8,2631.26,4625.98,3861.49,3929.09,4424.47,3689.65,4092.49,3568.17,3320.49,5303.83,1.002,1,1,1,1.001,1,1,1,1.003,1,1.001
"SOR350",6,"SOR350_6","SOR",350,"LS","R",10.42724999,-84.003434,88,3.595,0.435,8.25,-97.4043843939991,168.274789086755,6.21295903227266,-0.0568202422308306,-2.31538227456673,2e-05,1.8e-05,1.9e-05,2e-05,1.8e-05,2e-05,2.1e-05,1.7e-05,1.9e-05,0.999809,1.8e-05,11446.37,12095.47,12270.97,11506.61,12994.81,11324.27,11153.86,12185.96,11961.39,11424.33,11908.27,1,1,1,1,1,1,1,1,1.001,1,1
"SOR350",7,"SOR350_7","SOR",350,"LS","R",10.42724999,-84.003434,88,3.595,0.435,8.25,-23.5568361458518,-22.1871156742011,21.0911406605528,-22.2202665255574,11.1054959435949,0.081065,0.004551,0.000557,0.121555,0.175321,0.001215,0.163739,0.093018,0.323792,0.032781,0.002404,2048.18,172.89,854.64,3368.69,3423.07,291.24,3706.64,2355.43,1200.33,1606.09,202.26,1.001,1.006,1.004,1,1.001,1.002,1,1,1.002,1,1.016
"SOR350",8,"SOR350_8","SOR",350,"LS","R",10.42724999,-84.003434,88,3.595,0.435,8.25,-96.4236131721309,162.953561046133,7.55303709982162,0.379578531099825,-1.13179783362215,4.5e-05,4.1e-05,4e-05,9.4e-05,4.1e-05,3.7e-05,5.5e-05,3.4e-05,4e-05,0.999544,3e-05,5006.58,6275.5,6030.76,3440.91,5795.74,6362.59,5042.14,6815.9,6712.66,4584.77,7608.91,1,1.001,1,1,1,1,1,1,1,1.001,1
"SOR350",9,"SOR350_9","SOR",350,"LS","R",10.42724999,-84.003434,88,3.595,0.435,8.25,-88.2594882723325,149.155109351913,2.77893356892458,-0.0921590254166398,2.02625362872729,0.029443,0.011392,0.031213,0.000408,0.005995,0.002142,0.020452,0.00097,0.003425,0.893837,0.000722,1000.27,523.26,1828.69,613.3,180.54,214.29,1011.8,382.96,193.1,6352.86,604.41,1.001,1.005,1,1.004,1.002,1.008,1,1.006,1.003,1,1.006
"SOR400",10,"SOR400_10","SOR",400,"LS","R",10.42719299,-84.00286001,94.25,2.355,0.285,8.25,-55.2121392048161,-34.4970857199442,40.6710713443174,-56.5095956399145,115.521838296799,3.2e-05,3e-05,2.9e-05,4.2e-05,3.3e-05,2.5e-05,0.999695,3.1e-05,2.9e-05,3.1e-05,2.3e-05,8396.65,7832.53,8902.91,4994.75,7531.45,10350.84,7177.55,6738.39,8856.46,8150.87,9668.62,1.001,1,1,1,1,1,1,1,1,1,1
"SOR400",1,"SOR400_1","SOR",400,"LS","R",10.42719299,-84.00286001,94.25,2.355,0.285,8.25,-42.4565054829913,-33.8183759588825,34.1532521369342,-62.2108010280609,47.3306276540222,0.117336,0.000167,0.000198,0.095441,0.312406,0.000226,0.367717,0.001739,0.103909,0.000701,0.000159,1967.68,1978.43,1787.62,3722.25,3519.9,1269.67,6165.24,310.65,1044.38,553.88,1906.18,1,1.003,1.001,1,1.001,1.001,1.001,1.002,1.002,1,1.001
"SOR400",2,"SOR400_2","SOR",400,"LS","R",10.42719299,-84.00286001,94.25,2.355,0.285,8.25,-58.468895124259,-34.4474822936598,42.4260277401224,-59.9595192737837,120.921062290699,3.4e-05,2.8e-05,2.8e-05,4.4e-05,4e-05,3.4e-05,0.999667,3e-05,3.3e-05,3.6e-05,2.6e-05,7909.07,8648.3,9069.23,6111.84,6414.89,7347.35,7141.67,8851.75,8468.06,6782.65,9473.28,1,1,1,1,1,1,1,1,1,1,1
"SOR400",3,"SOR400_3","SOR",400,"LS","R",10.42719299,-84.00286001,94.25,2.355,0.285,8.25,-58.186288647927,-34.383736467357,82.2670972811413,18.9225494937732,16.0810389327519,0.017944,0.00026,0.000126,0.523478,0.008718,8.2e-05,0.332175,0.000236,0.111849,0.004947,0.000186,480.25,1047.51,2228.78,7297.93,151.98,3624.1,4456.77,1289.66,565.89,205.06,1427.17,1.004,1.001,1,1,1.011,1.002,1,1,1.004,1.013,1.001
"SOR400",4,"SOR400_4","SOR",400,"LS","R",10.42719299,-84.00286001,94.25,2.355,0.285,8.25,-56.0140651128142,-33.9612532304249,40.812810834206,-55.6067836900923,114.881003455446,3.1e-05,2.8e-05,2.5e-05,3.9e-05,3.2e-05,2.7e-05,0.999712,2.6e-05,2.7e-05,2.8e-05,2.5e-05,7584.87,8812.93,8542.32,6999.48,7540.14,9351.02,8750.72,9887.24,8943.66,9501.82,9991.94,1,1.001,1,1,1,1,1,1,1,1,1
"SOR400",7,"SOR400_7","SOR",400,"LS","R",10.42719299,-84.00286001,94.25,2.355,0.285,8.25,-43.49991250768,-32.9671985601572,33.5401658120194,-60.8084438699371,46.6744863449818,0.118947,0.000131,0.000135,0.097458,0.316665,0.00027,0.378689,0.000994,0.085915,0.000618,0.000177,2006.7,1967.6,1865.23,3700.06,3162.11,1171.6,5852.09,382.96,1089.16,593.03,1511.46,1.001,1.002,1.001,1,1,1.001,1,1.001,1.002,1.002,1.005
"SOR400",8,"SOR400_8","SOR",400,"LS","R",10.42719299,-84.00286001,94.25,2.355,0.285,8.25,-56.7807628718786,-32.2668962703511,40.2658005455189,-56.1408395751418,115.57087503583,3.5e-05,2.8e-05,3.3e-05,4.4e-05,3.5e-05,2.9e-05,0.999661,3.4e-05,3.1e-05,4.4e-05,2.6e-05,6283.96,8877.89,7608.95,5615.91,7371.21,9100.62,6343.02,7143.35,8201.32,4872.54,9830.25,1,1,1,1,1,1,1,1,1,1,1
"SOR400",9,"SOR400_9","SOR",400,"LS","R",10.42719299,-84.00286001,94.25,2.355,0.285,8.25,-56.6243545370171,-34.2028283408019,42.1704377559092,-58.3641870957842,120.652142957182,9.2e-05,5e-05,4.9e-05,5.3e-05,4.7e-05,3.8e-05,0.999505,4.9e-05,3.7e-05,4.5e-05,3.7e-05,2649.36,5090.45,4763.58,5014.73,6007.82,7095.91,3994.18,5549.24,5779.61,6095.55,7246.19,1,1,1.001,1.001,1.001,1,1.001,1,1,1,1
"SOR450",10,"SOR450_10","SOR",450,"LS","R",10.42740103,-84.00247503,95.25,3.165,0.325,9.75,-69.0128415002208,-59.3919411666184,134.885525792215,74.073284855596,-34.3301091227181,2e-05,1.8e-05,2e-05,0.999802,2.1e-05,1.9e-05,2.4e-05,2.1e-05,1.9e-05,1.9e-05,1.8e-05,11818.71,13196.11,12082.59,10850.24,11745.19,12356.6,9668.02,11857.91,11304.7,11988.3,11490.94,1,1,1,1,1,1,1,1,1,1,1
"SOR450",1,"SOR450_1","SOR",450,"LS","R",10.42740103,-84.00247503,95.25,3.165,0.325,9.75,-69.0398411161046,-58.4084505860192,133.972699962774,73.8493408033315,-35.3489321624285,2.2e-05,2.1e-05,2.1e-05,0.99979,2.3e-05,1.9e-05,2.4e-05,2.1e-05,2e-05,2.1e-05,1.9e-05,11826.24,11996.5,11734.51,10920.64,9438.21,12435.51,9074.16,12243.16,11821.91,11791,11431.55,1,1,1,1,1,1,1,1,1,1,1
"SOR450",2,"SOR450_2","SOR",450,"LS","R",10.42740103,-84.00247503,95.25,3.165,0.325,9.75,-68.0035968415659,-57.1080475291904,129.334617019731,71.2118172193301,-34.0345066361134,4.2e-05,3.6e-05,3.5e-05,0.999634,4e-05,3.6e-05,4.6e-05,3.5e-05,3.2e-05,3.2e-05,3e-05,6119.66,6116.38,6838.95,6572.61,6924.24,7506.18,5757.23,7032.39,6488.7,7632.87,8711.11,1,1,1,1,1.001,1,1,1.001,1,1,1
"SOR450",3,"SOR450_3","SOR",450,"LS","R",10.42740103,-84.00247503,95.25,3.165,0.325,9.75,-15.7727884902785,-19.5360383101151,5.50364006134669,-28.6641047149332,-14.082357229003,0.068055,0.00015,0.000159,0.065895,0.195209,0.000547,0.048516,0.117447,0.465488,0.03798,0.000554,1171.22,1865.3,1832.92,2070.32,2816.73,573.4,1315.4,1076.75,1086.43,1493.83,707.47,1,1.001,1.003,1.001,1.001,1.003,1,1.003,1.001,1,1
"SOR450",4,"SOR450_4","SOR",450,"LS","R",10.42740103,-84.00247503,95.25,3.165,0.325,9.75,-69.9061325608576,-58.9335767446996,135.412377421452,74.3279211054379,-35.3497385683959,2.1e-05,1.8e-05,2e-05,0.999801,2.1e-05,1.8e-05,2.6e-05,2e-05,1.9e-05,1.9e-05,1.7e-05,10325.14,12633.76,11743.32,10788.4,10624.83,12370.99,8229.51,11638.96,12324.96,11598.98,11795.15,1,1,1,1,1,1,1,1,1,1,1
"SOR450",5,"SOR450_5","SOR",450,"LS","R",10.42740103,-84.00247503,95.25,3.165,0.325,9.75,-68.1800143271305,-56.7861660443459,130.302659780532,71.6503482953878,-35.742414255259,3.3e-05,3e-05,3.6e-05,0.999584,7.1e-05,5e-05,4.8e-05,2.9e-05,4e-05,4.7e-05,3.2e-05,7397.19,8364.66,6751.31,5238.09,4093.06,5089.07,5091.55,8671.22,6209.63,5323.53,7779.36,1,1,1,1.001,1.002,1.001,1,1.001,1,1,1
"SOR450",6,"SOR450_6","SOR",450,"LS","R",10.42740103,-84.00247503,95.25,3.165,0.325,9.75,-69.5482929317731,-59.6845729597015,136.144049432818,74.3329374999513,-35.0362425046984,2.1e-05,1.8e-05,2.1e-05,0.9998,2.2e-05,1.9e-05,2.4e-05,2.1e-05,1.9e-05,1.9e-05,1.8e-05,10937.39,12119.59,10476.31,11645.87,11287.46,12015.26,10476.27,11090.86,12102.26,12279.12,12491.72,1,1,1,1,1,1,1,1,1,1,1
"SOR450",7,"SOR450_7","SOR",450,"LS","R",10.42740103,-84.00247503,95.25,3.165,0.325,9.75,-68.9809640335068,-58.931905717151,134.603231796057,73.5051201626301,-34.7732440254036,2.3e-05,2e-05,2.3e-05,0.999778,2.4e-05,2e-05,2.9e-05,2.2e-05,2.2e-05,2e-05,2e-05,11202.95,11902.29,10749.02,10226.89,9940.54,12114.98,9210.57,10849.77,10619.09,11498.84,13153.56,1,1,1,1,1,1,1,1,1,1.001,1
"SOR450",8,"SOR450_8","SOR",450,"LS","R",10.42740103,-84.00247503,95.25,3.165,0.325,9.75,-41.6967568808647,-11.1955594923775,45.9342121903228,22.7936178370253,5.76794054881649,0.066679,0.000134,0.051835,0.324141,0.020115,0.050497,0.15706,0.000271,0.231242,0.093827,0.004199,1668.94,2029.15,2019.53,7489.46,274.18,719.41,4172.2,956.2,1561.46,3398.85,176.55,1,1,1,1,1.005,1.003,1.001,1.002,1,1,1.001
"SOR450",9,"SOR450_9","SOR",450,"LS","R",10.42740103,-84.00247503,95.25,3.165,0.325,9.75,-16.5498925272427,-18.2589106846252,4.89954657409701,-30.6642809936548,-15.3548499525564,0.055019,9.7e-05,0.000138,0.056708,0.206661,0.000707,0.048967,0.107658,0.479632,0.044023,0.000389,1139.13,2763.61,1831.59,2238.82,2629.93,558.37,1404.03,900.83,853.86,1833.97,853.22,1.001,1.001,1.002,1.001,1.001,1.004,1.002,1.003,1.001,1.001,1.002
"SOR700",10,"SOR700_10","SOR",700,"LS","B",10.426103,-84.001049,85.75,3.12,0.33,9.5,-16.5658057802384,-15.2188241240221,0.510067960717482,-30.8536526984461,6.59976385000302,0.99934,5.8e-05,6.8e-05,6.9e-05,7.8e-05,6.9e-05,8.1e-05,6.6e-05,6e-05,5.5e-05,5.5e-05,3753.74,4313.45,4047.8,4326.23,3371.42,4061.89,3289.14,3917.74,4653.36,4527.89,4284.64,1,1,1,1,1,1.001,1.001,1.001,1,1,1.001
"SOR700",1,"SOR700_1","SOR",700,"LS","B",10.426103,-84.001049,85.75,3.12,0.33,9.5,-28.7261577063133,-14.0343092994747,-12.1223499900771,-23.4210466023968,10.4978230818889,0.08009,0.000206,0.044624,0.00252,0.161128,0.08211,0.137814,0.055762,0.366761,0.068882,0.000104,1978.49,1337.89,1325.61,250.65,3013.35,1195.28,3329.39,1179.67,1441.54,2938.73,2748.08,1,1.001,1.003,1.004,1,1.003,1,1.002,1,1.003,1.001
"SOR700",2,"SOR700_2","SOR",700,"LS","B",10.426103,-84.001049,85.75,3.12,0.33,9.5,-20.230922962152,-42.1043366374152,26.1943891237975,-97.4295495590556,-2.72718963118472,4.3e-05,4e-05,2.9e-05,4.9e-05,0.999639,3e-05,5e-05,3.1e-05,3e-05,3e-05,3.1e-05,5993.02,6090.93,8223.84,5536.38,6087.89,8044.05,4452.89,8050.82,8444.87,8308.77,8039.87,1,1.001,1,1,1,1,1,1,1,1,1
"SOR700",3,"SOR700_3","SOR",700,"LS","B",10.426103,-84.001049,85.75,3.12,0.33,9.5,-15.2222755934912,-14.2891830370283,1.33091199242584,-29.0788088311648,7.76201339538455,0.999352,5.9e-05,7.4e-05,7.4e-05,5.2e-05,6.2e-05,7.9e-05,5.6e-05,6.7e-05,6.3e-05,6.2e-05,3454.53,4278.17,2920.64,3269.81,4795.79,4875.16,3395.36,4132.72,3584.66,3656.49,4608.55,1.001,1,1,1.001,1,1.001,1.001,1,1,1,1
"SOR700",4,"SOR700_4","SOR",700,"LS","B",10.426103,-84.001049,85.75,3.12,0.33,9.5,-15.5825518652992,-34.3927939258966,26.5411234412144,-80.4326408737901,-0.418993094059396,0.000533,0.000753,0.000335,0.060865,0.863356,0.000253,0.062319,0.000287,0.000541,0.000217,0.01054,611.34,364.38,950.49,1192.8,298.79,1275.18,1788.31,1083.4,541.16,1117.86,107.67,1.001,1.007,1,1.004,1.002,1.006,1.001,1.001,1.005,1.003,1.013
"SOR700",5,"SOR700_5","SOR",700,"LS","B",10.426103,-84.001049,85.75,3.12,0.33,9.5,-20.0272387530466,-39.430767758463,23.9006626742132,-94.3645614631074,-5.26436665775451,3.6e-05,3.4e-05,2.7e-05,4.5e-05,0.999671,2.8e-05,4.1e-05,2.8e-05,3e-05,2.8e-05,3.3e-05,6957.53,7514.51,8761.95,5370.49,6936.08,8768.94,6609.56,8046.62,7974.54,9126.03,7214.5,1,1,1,1,1,1,1,1,1,1,1
"SOR700",6,"SOR700_6","SOR",700,"LS","B",10.426103,-84.001049,85.75,3.12,0.33,9.5,-16.5799684755694,-35.0878804376287,27.2609235513985,-78.113913397142,0.406962517499386,0.000572,0.000325,0.000487,0.071596,0.856888,0.000197,0.063125,0.000204,0.000474,0.000233,0.005897,533.88,887.77,553.3,1769.51,332.24,1799.53,2065.29,1525.1,625.03,1379.27,93.88,1.003,1.001,1.003,1,1.002,1,1.001,1.001,1.001,1.001,1.013
"SOR700",7,"SOR700_7","SOR",700,"LS","B",10.426103,-84.001049,85.75,3.12,0.33,9.5,-18.9304353076695,-37.4896392983981,19.3226957102585,-81.4343777824009,-4.52965654975847,6.2e-05,5.9e-05,5.2e-05,8.5e-05,0.99939,5.1e-05,8.2e-05,5.7e-05,5.8e-05,5e-05,5.4e-05,4280.51,4181.66,5122.17,3268.5,3944.28,4288.06,2917.56,4407.12,4697.12,5488.91,4995.02,1,1,1,1,1.001,1,1.001,1,1.001,1,1.001
"SOR700",8,"SOR700_8","SOR",700,"LS","B",10.426103,-84.001049,85.75,3.12,0.33,9.5,-17.037164558654,-14.38388422821,2.94693476123219,-32.4405518398262,9.63563861698537,0.999661,2.8e-05,3.2e-05,3.6e-05,3.4e-05,3.1e-05,5.4e-05,3.3e-05,2.9e-05,3.3e-05,3e-05,6525.34,9686.69,8400.61,6677.81,7000.06,7543.72,5193.4,7494.15,9012.23,7368.94,8300.27,1.001,1,1.001,1,1,1,1,1,1,1,1
"SOR700",9,"SOR700_9","SOR",700,"LS","B",10.426103,-84.001049,85.75,3.12,0.33,9.5,-21.021842980499,-39.5021468225659,25.1049310407464,-97.2092090088825,-5.20411098635048,3.6e-05,3.4e-05,3e-05,4.6e-05,0.999648,3.2e-05,4.7e-05,3.2e-05,3.1e-05,3.3e-05,3.1e-05,7367.02,8197.43,7819.48,5651.42,6535.38,7506.67,5382.81,8042.06,8241,8306.66,7613.38,1,1,1,1,1,1,1,1,1,1,1.001
"STR1050",1,"STR1050_1","STR",1050,"LS","L",10.43785997,-84.01250398,70,2.47,0.295,8.3,27.6274704954541,-12.7549328848639,-24.0900282997417,13.0273321870427,1.04646605543751,0.000153,0.031705,0.12148,0.000183,0.002019,0.002113,0.000321,0.144916,0.58773,0.000171,0.109209,2012.48,849.97,2651.19,1210.38,209.37,167.67,1104.96,3408.53,845.4,1698.04,3060.26,1,1.002,1,1.003,1.006,1.002,1.002,1.001,1.004,1.001,1
"STR1050",2,"STR1050_2","STR",1050,"LS","L",10.43785997,-84.01250398,70,2.47,0.295,8.3,19.344195677893,-7.56663641513981,-18.2038560981935,19.4355101734969,-8.75969502573475,0.083181,0.002464,0.113126,0.007984,0.000728,0.139448,0.000181,0.130232,0.436867,0.001645,0.084143,1888.16,259.21,2789.75,103.83,536.35,1691.2,1476.65,3158.54,620.19,308.47,2803.91,1.001,1.005,1.001,1.021,1.003,1.001,1.001,1.001,1.003,1.008,1.001
"STR1050",3,"STR1050_3","STR",1050,"LS","L",10.43785997,-84.01250398,70,2.47,0.295,8.3,15.309723582473,-3.27382925255775,-21.868676766794,18.0212249567063,-10.4934605753943,0.037175,0.056659,0.085292,0.007095,0.000174,0.18785,0.008038,0.04682,0.491137,0.005012,0.074749,589.73,1481.85,2552.16,72.85,1820.42,1601.99,161.09,1103.27,318.69,119.97,2531.18,1.006,1,1.002,1.015,1.002,1.003,1.016,1.001,1.003,1.004,1.003
"STR1150",1,"STR1150_1","STR",1150,"LS","L",10.438239,-84.01326799,90.25,2.21,0.27,8.2,9.30803830239652,2.14475401595782,-7.59955808195075,3.05719898853978,-25.1798964245058,0.005295,0.045619,0.003255,0.047246,0.047687,0.143018,0.000409,0.040612,0.51596,0.061111,0.089789,121.27,1202.02,193.51,1641.05,1093.67,1255.64,706.95,790.12,706.42,2335.18,3196.28,1.027,1.001,1.007,1.002,1,1.002,1,1.003,1.002,1,1.001
"STR1150",2,"STR1150_2","STR",1150,"LS","L",10.438239,-84.01326799,90.25,2.21,0.27,8.2,2.06540609869813,-7.73086609771612,-24.4230080864449,-6.17176787694756,-11.4311880160346,0.004249,0.12126,0.043819,0.000347,0.102534,0.106612,0.004053,0.05664,0.506236,0.036906,0.017344,91.29,2499.73,983.29,1094.8,2023.36,1367.61,198.85,1078.54,834.06,1360.71,296.27,1.02,1.001,1.002,1.001,1.002,1.001,1.005,1.003,1.002,1.002,1.008
"STR1200",1,"STR1200_1","STR",1200,"LS","B",10.43848501,-84.01369203,94,1.885,0.24,7.85,24.6276810326095,1.5974611146747,-15.5264414090259,14.5043878480465,-6.45874772975066,0.000611,0.104329,0.086133,0.001924,0.001,0.100794,0.000695,0.000221,0.552017,0.020502,0.131774,719.32,1785.18,1520.78,227.5,326.01,938.41,478.61,1215.55,669.89,346.42,3029.76,1.006,1,1.001,1.007,1.004,1.001,1.01,1.002,1,1.005,1
"STR1200",2,"STR1200_2","STR",1200,"LS","B",10.43848501,-84.01369203,94,1.885,0.24,7.85,27.0753485076116,-10.8000199441682,-23.2035486875158,12.7457117813409,-1.80747546350589,0.015272,0.126296,0.103742,0.000263,0.02587,0.000676,0.000221,0.091197,0.541005,0.000333,0.095125,157.23,2501.73,2260.63,1225.28,343.17,373.18,1439.4,1898.02,676.42,872.34,2761.13,1.018,1,1,1.002,1.013,1.004,1,1,1,1.001,1.001
"STR1200",3,"STR1200_3","STR",1200,"LS","B",10.43848501,-84.01369203,94,1.885,0.24,7.85,17.0935123171182,-10.7207910505632,-35.8058112879103,14.9544205746565,-4.41478590599574,0.001044,0.130987,0.103942,0.000123,0.000416,0.000129,0.000118,0.059939,0.668606,0.00025,0.034445,322.55,2185.4,1963.26,1978.88,716.57,2045.74,2357.37,1661.94,1733.54,1182.61,1184.84,1.008,1,1.001,1,1.001,1,1.001,1,1.001,1.003,1
"STR1350",1,"STR1350_1","STR",1350,"LS","R",10.43843304,-84.01507001,94.75,2.116666667,0.26,8.1,16.184955332249,3.93428576690454,-20.3064125103028,12.1360095843016,-13.8395665744033,0.000345,0.069807,0.042945,3e-04,0.000202,0.003194,0.000411,0.000112,0.743393,0.04511,0.094179,891.29,1434.61,893.1,1012.7,1411.1,175.83,908.28,2481.61,649.43,1496.09,2559.09,1.001,1.001,1.003,1.002,1.002,1.004,1,1.001,1.002,1.001,1
"STR1350",2,"STR1350_2","STR",1350,"LS","R",10.43843304,-84.01507001,94.75,2.116666667,0.26,8.1,2.09826017925023,-12.2743660553055,-10.2183311099687,-2.34028790455285,-10.5584486422866,0.063332,0.087243,0.023077,0.043001,0.072521,0.000746,0.022096,0.042264,0.571671,0.029179,0.044871,1004.99,3343.47,342.97,1446.7,1246.85,327.71,466.65,743.93,944.73,1174.82,1659.29,1.002,1.001,1.001,1.004,1.001,1.014,1.003,1.003,1.001,1.001,1.006
